URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Model,Details_TypeType,Details_Color,Details_Case Material,Details_With Power Supply,Details_Power Supply MountedPower Supply Mounted,Details_Motherboard CompatibilityMotherboard Compatibility,Details_Side Panel WindowSide Panel Window,Details_Dust FiltersDust Filters,"Expansion_Internal 3.5"" Drive Bays","Expansion_Internal 2.5"" Drive Bays",Expansion_Expansion SlotsExpansion Slots,Front Panel Ports_Front Ports,Cooling System_Fan Options,Cooling System_Radiator Options,Dimensions & Weight_Max GPU Length,Dimensions & Weight_Max CPU Cooler Height,Dimensions & Weight_Max PSU Length,Dimensions & Weight_Dimensions (H x W x D),Dimensions & Weight_Weight,Additional Information_Date First Available,Model_Series,Model_Part Number,Details_LEDLED,"Expansion_External 5.25"" Drive Bays",Additional Info_Features,Additional Info_Package Content,"Expansion_External 3.5"" Drive Bays",Details_Power Supply,Cooling System_140mm Fans
https://www.newegg.com/p/2AM-00CN-00033,69,case,#23 in Computer Cases,Montech,AIR 100,Micro ATX / Mini-ITX,Black,,No,Bottom,Micro ATX / Mini ITX,Yes,,2,2,4,"1 x USB 2.0, 2 x USB 3.0, 2 x Audio",Front - 2 x 140mm / Front - 3 x 120mm / Rear - 1 x 120mm / Top - 2 x 120mm / Top - 2 x 140mm,Front - Up to 280mm / Rear - Up to 120mm / Top - Up to 240mm,330 mm,161 mm,160 mm,,,"March 14, 2023",,,ARGB,,,,,,
https://www.newegg.com/black-asus-prime-micro-atx-tower/p/2AM-0033-000F0,84,case,,ASUS,AP201 ASUS PRIME CASE MESH,Micro ATX Tower,Black,Steel / Plastic,No,,Micro ATX / Mini ITX,No,Bottom,"3 x 2.5""/3.5"" Combo Bay","1 x 2.5"" Bay",4,"2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2 Type-C, Audio",Top: 3 x 120mm / 2 x 140mm fan Rear: 1 x 120mm fan (1 x 120mm fan included) Bottom: 2 x 120mm fan,Top: 360mm / 280mm / 240mm / 140mm / 120mm Rear: 120mm,338 mm,170 mm,180 mm,"13.78"" x 8.07"" x 18.11""",12.79 lbs.,"August 11, 2022",Prime,,,,"Quasi-Filter Mesh Panels: A mesh design comprised of over 57,000 precision-machined 1.5mm holes increases airflow and provides a compelling view of the components within your build. Optimized for Cooling: With support for 280 and 360mm radiators and up to six fans, the AP201 is primed to deal with the thermal onslaught of high-performance hardware. Industry-Leading Spatial Efficiency: Despite a 33L footprint, the AP201 supports ATX PSUs up to 180 mm long, graphics cards up to 338 mm long, custom liquid cooling, and various storage devices. Tool-Free Side Panels: A simple yet secure clip mechanism allows chassis side panels to be easily removed and resistant to accidental dislodging. Sizeable Cable-Management: The AP201 features an extended motherboard tray with strategically placed cutouts and a 32 mm gap to tuck cables out of sight. Front Panel USB Type-C Support: The front panel of the AP201 features a USB 3.2 Gen 2 Type-C port, so users can enjoy transfer speeds of up to 10 Gbps.",,,,
https://www.newegg.com/p/N82E16811353257,59,case,#94 in Computer Cases,DIYPC,ARGB-N5-BK,ATX case,Black,Steel / Tempered Glass,No,Bottom,ATX / E-ATX / Micro ATX / Mini-ITX,Yes,,2,,7,2 x USB 3.0 / 1 x Type C / Audio In & Out (HD),Top: 3 x 120mm fan (Optional) Bottom: 3 x 120mm fan (Optional) MB Side: 2 x 120mm ARGB Reverse Blade PWM Fan (pre-installed) Rear: 1 x 120mm ARGB PWM Fan (pre-installed),"Top support up to 360mm ,rear x 120mm liquid cooler",420 mm,180 mm,200 mm,"17.8"" x 9.53"" x 18""",,"April 17, 2025",,,ARGB,,"Features	DIYPC ARGB-N5-BK is a panoramic ATX case with a 270° full view of your masterpiece for building high-performance system. It has front and side tempered glass panel, w/top mesh design allow optimized air flow. The case’s design has bigger interior space to accommodate and improve cooling performance (can support up to 425mm x GPU and 360mm radiator x top). It supports up to 200mm long full ATX power supply to run the most power hungry system. Advanced cable management design – routing the main cable is easy and quick through a hidden channel. There is a large space behind the motherboard for all cables, making the case a clean and beautiful look. 2 ways to control ARGB Fan Lighting: Either by Manual ARGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control ARGB lighting. ARGB HUB controller with PWM is included. Water cooling ready – Top support 360mm , rear support 1 x 120mm radiator Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 3.0 / 1 x Type C for up-to-date high speed data transfer 9 fans capability (2 x 120mm ARGB reverse blade  PWM fan x side, 1 x 120mm ARGB PWM fan x rear pre-installed)  provide great cooling and gaming performance Magnetic dust filter at top - easy clean Support up to 180mm CPU cooler Support up to 425mm VGA card",,,,
https://www.newegg.com/black-phanteks-ph-nv523tg-dbk02-atx-mid-tower/p/N82E16811854137,131,case,#31 in Computer Cases,Phanteks,NV5 MK2,ATX Mid Tower,Black,Steel / Tempered Glass,No,,"ATX, Rear-Connect ATX, micro-ATX, mini-ITX, E-ATX (up to 280mm without GPU Support Bracket)",Front and Side Tempered Glass,,3,4,7,"2 x USB 3.0, USB-C Gen 2, 1 x Audio",Bottom - 1 x 120mm / Rear - 1 x 120mm / Side - 3 x 120mm / Top - 3 x 120mm,Rear - Up to 120mm / Side - Up to 360mm / Top - Up to 360mm,"440 mm Length, 170 mm Width",180 mm,230 mm,"528 x 239 x 477 mm / 20.8"" x 9.4"" x 18.8""",11.28 kg / 24.9 lbs.,"July 01, 2024",,PH-NV523TG_DBK02,RGB,,,NV5 Chassis 1 x D-RGB Controller 1 x Storage Door 1 x GPU Support Bracket Accessory Box 6 x Zip ties 22 x MB/SSD Screw 4 x Thumb Screw 12 x HDD+Case Screw 1 x Standoff Removal Tool 1 x MB stand-off 4 x PSU Screw,,,
https://www.newegg.com/limestone-thermaltake-tower-300-series-micro-atx-tower-chassis/p/N82E16811133541,109,case,#97 in Computer Cases,Thermaltake,CA-1Y4-00SIWN-00,Micro-ATX Tower Chassis,Limestone,SPCC,No,Bottom,"Mini ITX (6.7"" x 6.7"")/Micro ATX (9.6"" x 9.6"")",3mm Thick Tempered Glass x 3 (Front/Left/Right),,,,4,"1 x USB 3.2 Gen 2 Type-C, 2 x USB 3.0, 1 x Audio","Top:2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Rear: 2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Right Side(In front of M/B Tray): 3 x 120mm, 2 x 120mm, 1 x 120mm, 3 x 140mm, 2 x 140mm, 1 x 140mm Bottom(On the power cover): 1 x 120mm, 1 x 140mm Pre-installed fans: Top: 140 x 140 x 25 mm CT140 fan (1500rpm, 30.5 dBA ) x 2","Right Side(In front of M/B Tray): 1 x 360mm, 1 x 240mm, 1 x 120mm, 1 x 420mm, 1 x 280mm, 1 x 140mm",280mm(With radiator on the right side) / 400mm(Without radiator on the right side),210 mm,220 mm,22.5 x 14 x 11.5 inch,18.3 lbs,"July 11, 2024",Tower 300 Series,,,,,,"3 x 2.5"" or  3 x 3.5""",,
https://www.newegg.com/p/N82E16811353262,56,case,#84 in Computer Cases,DIYPC,ARGB-G5-BK,Micro ATX Tower,Black,Steel / Tempered Glass,No,Bottom,Micro ATX / Mini-ITX,Yes,,1,2,4,2 x USB 2.0 / 1 x USB 3.0 / Audio In & Out (HD),Top: 2 x 120mm or 2 x 140mm fan (Optional) Front: 3 x 120mm ARGB Fan (pre-installed) Rear: 1 x 120mm ARGB LED fan (pre-installed) PSU Top: 2 x 120mm fan (Optional),Rear - Up to 120mm / Top - Up to 360mm,340 mm,165 mm,170 mm,"16.12"" x 8.48"" x 16.8""",,"April 23, 2025",,,ARGB,,"DIYPC ARGB-G5-BK is a Micro ATX gaming case. The minimalist square mesh front panel design highlights the best heat dissipation performance and better release of RGB lighting, and the rectangular structure body shape of the mid-tower chassis coexists with practicality and beauty. 2 ways to control RGB Fan Lighting: Either by Manual RGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control RGB lighting. RGB controller is included. Water cooling ready – Top support up to 280mm , rear support 1 x 120mm liquid cooler Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 2.0 / 1 x USB 3.0 for up-to-date high speed data transfer 8 fans capability (3 x 120mm ARGB fan x front, 1 x 120mm ARGB fan x rear pre-installed) provide great cooling and gaming performance Hinged door tempered glass side panel Magnetic dust filter at top - easy clean Support up to 165mm CPU cooler Support up to 360mm VGA card",,,,
https://www.newegg.com/chalk-white-fractal-design-fd-c-nor1c-04-atx-mid-tower/p/N82E16811352206,139,case,#63 in Computer Cases,Fractal Design,FD-C-NOR1C-04,ATX Mid Tower,Chalk White,Steel,No,Bottom,ATX / Micro ATX / Mini ITX,Yes,Front,3 (2 included),2 dedicated + 3 on drive trays (2 trays included),7,"1 x USB 3.2 Gen 2x2 Type-C, 2 x USB 3.0, 2 x Audio",Total fan mounts: 6 x 120 mm or 4 x 140 mm Front: 3 x 120 or 2 x 140 mm (2 x Aspect 140 mm PWM included) Top: 2 x 120/140 mm Rear: 1 x 120 mm,Front: Up to 360/280 mm Top: Up to 240 mm (max 35 mm RAM height) Rear: 120 mm,355 mm with front fan mounted,170 mm,"255 mm w/ one HDD tray, 155 mm w/ two HDD trays","18.46"" x 8.46"" x 17.6"" with feet/screws/protrusions 17.72"" x 8.46"" x 17.07"" without feet/screws/protrusions",16.98 lbs.,"December 07, 2022",,,No,No,"Sophisticated design accented with real oak front Designed for ATX / mATX / ITX motherboards Supports GPUs up to 355 mm with front fans Supports GPUs up to 300 mm with 360 mm front radiator Comes with two dedicated 2.5"" mounts and two 3.5""/2.5"" mounts Two Aspect 140 mm PWM fans included Holds 6x 120 mm / 4x 140 mm fans Comes with two combined 3.5""/2.5"" mounts Designated cable management area behind motherboard wall Easy to build in Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks Seven bridgeless expansion slots Radiator support: Front - 360/280/240/140/120 mm (151 mm max width), Rear - 120 mm, Top - 240/120 mm (122 mm max width, 35 mm max motherboard component height)",North case Accessory box User manual,,,
https://www.newegg.com/black-thermaltake-tower-300-series-micro-atx-tower-chassis/p/N82E16811133524,148,case,,Thermaltake,CA-1Y4-00S1WN-00,Micro-ATX Tower Chassis,Black,SPCC,No,Bottom,"Mini ITX (6.7"" x 6.7"") Micro ATX (9.6"" x 9.6"")",3mm Thick Tempered Glass x 3 (Front/Left/Right),,3,3,4,"USB 3.2 (Gen 2) Type C x 1, USB 3.0 x 2, HD Audio x 1","Top: 2 x 120mm, 1 x 120mm 2 x 140mm, 1 x 140mm Rear: 2 x 120mm, 1 x 120mm 2 x 140mm, 1 x 140mm Right Side(In front of M/B Tray): 3 x 120mm, 2 x 120mm, 1 x 120mm 3 x 140mm, 2 x 140mm, 1 x 140mm Bottom(On the power cover): 1 x 120mm 1 x 140mm","Right Side(In front of M/B Tray): 1 x 360mm, 1 x 240mm, 1 x 120mm 1 x 420mm, 1 x 280mm, 1 x 140mm",280mm(With radiator on the right side) / 400mm(Without radiator on the right side),210 mm,220 mm,22.5 x 14 x 11.5 inch,18.3 lbs,"February 05, 2024",Tower 300 Series,,,,,,,,
https://www.newegg.com/black-gamemax-master-2-atx-full-tower/p/N82E16811445082,97,case,#91 in Computer Cases,GAMEMAX,,ATX Full Tower,Black,ABS / Mesh / Tempered Glass / Metal,,,Micro ATX / ATX / ITX / E-ATX,,Bottom / Top,8,2,8,,"Front: 3 x 120mm(FN-12Rainbow-C9,Fan included) Top: 3 x 120mm ,2x140mm (Fan optional) Rear: 1 x 120mm (FN-12Rainbow-C9,Fan included) Bottom: 1 x 120mm (Fan optional)",Front - Up to 240mm / Rear - Up to 120mm / Top - Up to 280mm / Top - Up to 360mm,420 mm,170 mm,,,,"January 10, 2025",MASTER 2,MASTER 2 Black,ARGB,,"Water cooling ready - top and front can fit up to 360mm water cooling radiator Fan speed controller included Advanced cable management design -25mm Advanced bottom-mounted power supply design Top mounted IO ports - USB 3.0 for up-to-date high speed data transfer 3 x 120mm ARGB fans pre-installed provide great cooling performance (2 x front, 1 x rear) Support up to 170mm CPU cooler Support up to 420mm VGA card Dust filter x top/bottom - easy clean Master2 Black full tower Case is a Tower PC Case with a powerful cooling system, with 3x12cm ARGB fans pre-installed which speed of fan can be controlled via top button. The fan speed can be freely controlled and it is with HD Audio, 2 x USB 2.0 & 2 x USB 3.0 located on the top giving the user easy access. The Master2 case also support E-ATX big size motherboard board as a PC server tower, and it is important that Master case can install total 10 x HDDs to make your PC in Raid 3 or Raid 5 (Redundant Arrays of Independent Drives). Master2 is the outstanding design with an outstanding side window and a luxurious black color with full mesh on the front panel and top cover make sure you can enjoy high-end dust free best cooling. Rolled edges ensure safety and with total 8+2 sets of tool-free HDD's easy to assemble, an additional 2x SSD on the back of the motherboard. Supports 420mm VGA card and 170mm height of CPU cooler.",,,,
https://www.newegg.com/p/N82E16811970025,139,case,,Montech,,,Black,SPCC / Tempered Glass,,,ATX / Micro ATX / Mini ITX,,,2,2,14,,Bottom - 3 x 120mm / Front - 3 x 120mm / Rear - 2 x 120mm / Top - 3 x 120mm,Bottom - Up to 120mm / Rear - Up to 120mm / Top - Up to 360mm,420 mm,175 mm,200 mm,,,"April 29, 2025",,HS02 PRO (B),ARGB,,,,,,
https://www.newegg.com/p/N82E16811129320,179,case,#6 in Computer Cases,Antec,FLUX PRO,E-ATX Full Tower Case,Black,Steel / Plastic / Glass / Wood,No,Bottom,"E-ATX (<=285mm), ATX, Micro-ATX, ITX",4mm Tempered Glass,Bottom,4,2,8,"2 x USB 3.0, 1 x USB 3.1 Type-C, 1 x Audio, Temp. 1 x Display Switch",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 3 x 140mm Power Supply Shroud: 3 x 120mm Bottom: 2 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Included Fan(s): 3 x 140mm Tranquil PWM fans in front + 2 x 120mm P12R PWM reverse fans on PSU shroud + 1 x 140mm Tranquil PWM fan in rear,Front: 120 / 140 / 240 / 280 / 360 / 420mm Top: 120 / 140 / 240 / 280 / 360 / 420mm Power Supply Shroud: 120 / 240 / 360mm Bottom: 120 / 240mm Rear: 120 / 140mm,455 mm,190 mm,180 / 300mm (Include cable) (with HDD) 470mm (Include cable) (without HDD) 180mm (Not Include cable) (Side Mount),"21.45"" x 9.64"" x 20.86""",29.98 lbs.,"September 24, 2024",,,,,,,,,
https://www.newegg.com/black-corsair-frame-4000d-rs-argb-atx-mid-tower/p/N82E16811139228,109,case,#24 in Computer Cases,Corsair,,ATX Mid Tower,Black,Steel / Tempered Glass,No,,Mini-ITX/Micro-ATX/ATX/E-ATX(305mm x 277mm),,Bottom / Front / Side,2,4,,,"Front: 3x 120mm, 2x 140mm, 2x 200mm (3x RS120 ARGB Fans Included)/Top: 3x 120mm, 2x 140mm/Side: 3x 120mm, 2x 140mm/PSU Shroud: 2x 120mm","Front: 360mm, 280mm, 240mm/Top: 360mm, 280mm, 240mm/Side: 360mm, 280mm, 240mm/Rear: 120mm, 140mm",430 mm,170 mm,220 mm,,,"January 07, 2025",FRAME 4000D RS ARGB,CC-9011296-WW,,,,,,,
https://www.newegg.com/charcoal-black-fractal-design-north-atx-mid-tower/p/N82E16811352204,139,case,#8 in Computer Cases,Fractal Design,FD-C-NOR1C-02,ATX Mid Tower,Charcoal Black,Steel,No,Bottom,ATX / Micro ATX / Mini ITX,Yes,Front,3 (2 included),2 dedicated + 3 on drive trays (2 trays included),7,"1 x USB 3.2 Gen 2x2 Type-C, 2 x USB 3.0, 2 x Audio",Total fan mounts: 6 x 120 mm or 4 x 140 mm Front: 3 x 120 or 2 x 140 mm (2 x Aspect 140 mm PWM included) Top: 2 x 120/140 mm Rear: 1 x 120 mm,Front: Up to 360/280 mm Top: Up to 240 mm (max 35 mm RAM height) Rear: 120 mm,355 mm with front fan mounted,170 mm,"255 mm w/ one HDD tray, 155 mm w/ two HDD trays","18.46"" x 8.46"" x 17.6"" with feet/screws/protrusions 17.72"" x 8.46"" x 17.07"" without feet/screws/protrusions",16.98 lbs.,"December 07, 2022",North,,No,No,"Sophisticated design accented with real walnut front Designed for ATX / mATX / ITX motherboards Supports GPUs up to 355 mm with front fans Supports GPUs up to 300 mm with 360 mm front radiator Comes with two dedicated 2.5"" mounts and two 3.5""/2.5"" mounts Two Aspect 140 mm PWM fans included Holds 6x 120 mm / 4x 140 mm fans Comes with two combined 3.5""/2.5"" mounts Designated cable management area behind motherboard wall Easy to build in Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks Seven bridgeless expansion slots Radiator support: Front - 360/280/240/140/120 mm (151 mm max width), Rear - 120 mm, Top - 240/120 mm (122 mm max width, 35 mm max motherboard component height)",North case Accessory box User manual,,,
https://www.newegg.com/p/N82E16811353259,74,case,#96 in Computer Cases,DIYPC,ARGB-N3-BK,E-ATX /ATX case,Black,Steel / Tempered Glass,No,Bottom,ATX / E-ATX / Micro ATX / Mini-ITX,Yes,,2,3,7,2 x USB 3.0 / 1 x Type C / Audio In & Out (HD),Top: 3 x 120mm fan (Optional) Bottom: 3 x 120mm fan (Optional) MB Side: 3 x 120mm ARGB Reverse Blade PWM Fan (pre-installed) Rear: 1 x 120mm ARGB PWM Fan (pre-installed),"MB and top support up to 360mm ,rear x 120mm liquid cooler",420 mm,155 mm,200 mm,"17.72"" x 11.08"" x 17.04""",,"April 17, 2025",,,ARGB,,"DIYPC ARGBN3-BK is a panoramic E-ATX /ATX case w/3 tempered glass with a 270° full view of your masterpiece for building high-performance system. It has front and side tempered glass panel, w/top mesh design allow optimized air flow. The case’s design has bigger interior space to accommodate and improve cooling performance (can support up to 420mm x GPU and 360mm radiator x top/MB side). It supports up to 200mm long full ATX power supply to run the most power hungry system. Advanced cable management design – routing the main cable is easy and quick through a hidden channel. There is a large space behind the motherboard for all cables, making the case a clean and beautiful look. 2 ways to control ARGB Fan Lighting: Either by Manual ARGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control ARGB lighting. ARGB HUB controller with PWM is included. Water cooling ready – MB side /Top support up to 360mm, rear support 1 x 120mm radiator Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 3.0 / 1 x Type C for up-to-date high speed data transfer 10 fans capability (3 x 120mm ARGB reverse blade  PWM fan x MB side, 1 x 120mm ARGB PWM fan x rear pre-installed) provide great cooling and gaming performance Magnetic dust filter at top - easy clean Support up to 155mm CPU cooler Support up to 420mm VGA card",,,,
https://www.newegg.com/black-corsair-frame-4000d-rs-argb-atx-mid-tower/p/N82E16811139230,114,case,#35 in Computer Cases,Corsair,,ATX Mid Tower,Black,Steel / Tempered Glass,No,,Mini-ITX/Micro-ATX/ATX/E-ATX(305mm x 277mm),,Bottom / Front / Side,2,4,,,"Front: 3x 120mm, 2x 140mm, 2x 200mm (3x RS120 ARGB Fans Included)/Top: 3x 120mm, 2x 140mm/Side: 3x 120mm, 2x 140mm/PSU Shroud: 2x 120mm","Front: 360mm, 280mm, 240mm/Top: 360mm, 280mm, 240mm/Side: 360mm, 280mm, 240mm/Rear: 120mm, 140mm",430 mm,170 mm,220 mm,,,"January 07, 2025",FRAME 4000D RS ARGB,CC-9011312-WW,Non-LED,,,,,,
https://www.newegg.com/nzxt-h9-flow-all-black-atx-mid-tower/p/N82E16811146347,164,case,#29 in Computer Cases,NZXT,H9 Flow,ATX Mid Tower,Black,"SGCC Steel, Tempered Glass",,,ATX / Micro ATX / Mini ITX,,Bottom / Side / Top,2,4 + 2,7,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio,",Side: 3 x 120mm (3 x F Series Quiet 120mm (Case Version) included Top: 3 x 120mm / 2 x 140mm Bottom: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm (1 x F Series Quiet 120mm (Case Version) included) * The pre-installed fans are not RGB or ARGB.,Side: UP to 360mm (120/240/360mm)with push/pull Top: UP to 360mm (120/140/240/280/360mm) Bottom: UP to 360mm (120/140/240/280/360mm) Rear: UP to 120mm,max 435mm,max 165mm,up to 200mm,With Feet: 495mmx290mmx466mm Without Feet: 465mmx290mmx466mm,13.9kg,"April 17, 2023",H9 Flow - All Black,CM-H91FB-01,,,Max 10 fans Support & 3 Set Radiators (360mm) Uninterrupted glass panel for a clear view of the interior Direct airflow to the GPU for handling high-powered components,,,,
https://www.newegg.com/charcoal-black-fractal-design-fd-c-nor1c-01-atx-mid-tower/p/N82E16811352203,139,case,#34 in Computer Cases,Fractal Design,FD-C-NOR1C-01,ATX Mid Tower,Charcoal Black,Steel,No,Bottom,ATX / Micro ATX / Mini ITX,No,Front,3 (2 included),2 dedicated + 3 on drive trays (2 trays included),7,"1 x USB 3.2 Gen 2x2 Type-C, 2 x USB 3.0, 2 x Audio",Total fan mounts: 8 x 120 mm or 6 x 140 mm Front: 3 x 120 or 2 x 140 mm (2 x Aspect 140 mm PWM included) Top: 2 x 120/140 mm Rear: 1 x 120 mm Side Bracket: 2 x 120/140 mm,Front: Up to 360/280 mm Top: Up to 240 mm (max 35 mm RAM height) Rear: 120 mm (w/ side bracket in lowest position),355 mm with front fan mounted,"145 mm w/ fan bracket, 170 mm total","255 mm w/ one HDD tray, 155 mm w/ two HDD trays","18.46"" x 8.46"" x 17.6"" with feet/screws/protrusions 17.72"" x 8.46"" x 17.07"" without feet/screws/protrusions",16.76 lbs.,"December 07, 2022",,,No,No,"Sophisticated design accented with real walnut front Designed for ATX / mATX / ITX motherboards Supports GPUs up to 355 mm with front fans Supports GPUs up to 300 mm with 360 mm front radiator Comes with two dedicated 2.5"" mounts and two 3.5""/2.5"" mounts Two Aspect 140 mm PWM fans included Holds 8x 120 mm / 6x 140 mm fans Comes with two combined 3.5""/2.5"" mounts Designated cable management area behind motherboard wall Easy to build in Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks Seven bridgeless expansion slots Radiator support: Front - 360/280/240/140/120 mm (151 mm max width), Rear - 120 mm, Top - 240/120 mm (122 mm max width, 35 mm max motherboard component height)",North case Accessory box Fan bracket accessory box User manual,,,
https://www.newegg.com/white-montech-king-95-atx-mid-tower/p/N82E16811970006,169,case,#59 in Computer Cases,Montech,KING 95 PRO (W),ATX Mid Tower,White,SPCC / Tempered Glass,No,,ATX / Micro ATX / Mini ITX,Yes,Bottom / Side / Top,8,5,7,"1 x USB Type-C, 2 x USB 3.0, 2 x Audio, 1 x Button",Side: 120mm*2/140mm*2 Top: 120mm*3/140mm*2 Rear: 120mm*1 Bottom: 120mm*3/140mm*2 Pre-installed Fans: Side: 140mm*2 (Reversed ARGB PWM Fans) Top: 120mm*3(Reversed ARGB PWM Fans) Rear: 120mm*1 (ARGB PWM Fans),Side: 120/140/240/280mm Top: 120/140/240/280/360mm Rear: 120mm,420 mm,175 mm,180mm ATX PSU,475*300*442mm,11.85 kg,"November 20, 2023",KING 95,,,,,,,,
https://www.newegg.com/black-montech-xr-wood-atx-cases/p/N82E16811970017,79,case,,Montech,XR Wood Black,ATX Cases,Black,Steel / Plastic / Wood,No,,ATX / Micro ATX / Mini-ITX,,Bottom / Front / Side / Top,2,2,7,,Front - 3 x 120mm / Rear - 1 x 120mm,Top - Up to 360mm,420 mm,175 mm,230 mm,,,"March 21, 2025",XR Wood,,,,,,,,
https://www.newegg.com/white-corsair-cc-9011277-ww-atx-mid-tower/p/N82E16811139213,99,case,,Corsair,3500X White,ATX Mid Tower,White,Steel / Tempered Glass,,,"Mini-ITX, Micro-ATX, ATX, E-ATX (305mm x 277mm)",,Bottom / Side / Top,2,2,7 Horizontal (or 4 Vertical),"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio, 2 x Buttons",Front: None Top: 3x 120mm; 2x 140mm Side: 3x 120mm Bottom: 3 x 120mm Rear: 1x 120mm,"Front: None Top: 360mm, 280mm, 240mm Side: 360mm, 240mm Bottom: 120mm Rear: 120mm",410 mm,170 mm,180 mm,506 x 240 x 460 mm,8.6 kg,"June 17, 2024",,CC-9011277-WW,,,,3500X Case Cardboard Accessory Box,,,
https://www.newegg.com/white-montech-xr-wood-atx-cases/p/N82E16811970018,79,case,,Montech,XR Wood White,ATX Cases,White,Steel / Plastic / Wood,No,,ATX / Micro ATX / Mini-ITX,,Bottom / Front / Side / Top,2,2,7,,Front - 3 x 120mm / Rear - 1 x 120mm,Top - Up to 360mm,420 mm,175 mm,230 mm,,,"March 21, 2025",XR Wood,,,,,,,,
https://www.newegg.com/p/N82E16811353258,68,case,,DIYPC,ARGB-N5-W,ATX case,White,Steel / Tempered Glass,No,Bottom,ATX / E-ATX / Micro ATX / Mini-ITX,Yes,,2,,7,2 x USB 3.0 / 1 x Type C / Audio In & Out (HD),Top: 3 x 120mm fan (Optional) Bottom: 3 x 120mm fan (Optional) MB Side: 2 x 120mm ARGB Reverse Blade PWM Fan (pre-installed) Rear: 1 x 120mm ARGB PWM Fan (pre-installed),"Top support up to 360mm ,rear x 120mm liquid cooler",420 mm,180 mm,200 mm,"17.8"" x 9.53"" x 18""",,"April 30, 2025",,,ARGB,,"DIYPC ARGB-N5-W is a panoramic ATX case with a 270° full view of your masterpiece for building high-performance system. It has front and side tempered glass panel, w/top mesh design allow optimized air flow. The case’s design has bigger interior space to accommodate and improve cooling performance (can support up to 425mm x GPU and 360mm radiator x top). It supports up to 200mm long full ATX power supply to run the most power hungry system. Advanced cable management design – routing the main cable is easy and quick through a hidden channel. There is a large space behind the motherboard for all cables, making the case a clean and beautiful look. 2 ways to control ARGB Fan Lighting: Either by Manual ARGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control ARGB lighting. ARGB HUB controller with PWM is included. Water cooling ready – Top support 360mm , rear support 1 x 120mm radiator Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 3.0 / 1 x Type C for up-to-date high speed data transfer 9 fans capability (2 x 120mm ARGB reverse blade  PWM fan x side, 1 x 120mm ARGB PWM fan x rear pre-installed)  provide great cooling and gaming performance Magnetic dust filter at top - easy clean Support up to 180mm CPU cooler Support up to 425mm VGA card",,,,
https://www.newegg.com/p/2AM-000Z-000E0,89,case,#11 in Computer Cases,LIAN LI,A3- mATX-WD,,Black,Steel / Wood,No,,ITX / Micro ATX,,Bottom,,,4,"2 x USB 3.0 TYPE-A, 1 x USB 3.1 TYPE-C, 1 x Mic, 1 x HD Audio",Bottom - 2 x 140mm / Bottom - 3 x 120mm / Rear - 1 x 120mm / Side - 2 x 140mm / Side - 3 x 120mm / Top - 2 x 140mm / Top - 3 x 120mm,Bottom - Up to 240mm / Bottom - Up to 280mm / Side - Up to 240mm / Side - Up to 280mm / Side - Up to 360mm / Top - Up to 240mm / Top - Up to 280mm / Top - Up to 360mm,430 mm,167 mm,220 mm,321.5 x 194 x 441.5 mm,,"September 10, 2024",,,,,,,,,
