title,price,url,brand
"AMD Ryzen 5 7600 - Ryzen 5 7000 Series Zen 4 6-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100001015BOX LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-",462,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781740,N/A
GPU CPU Combo -  MSI RTX 5080 16G GAMING TRIO OC Bundle with Intel Core i9-14900K - Core i9 14th Gen 24-Core (8P+16E),"1,968",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782057,N/A
"Intel Core i5-13400 Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cache, up to 4.6 GHz - Box Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with Sleek Metal Design -  LS32DG802S","1,220",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781362,N/A
CPU Computer Case Combo -  Intel BX8071512900KF Bundle with  MSI MPG GUNGNIR 300R AIRFLOW,409,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778615,N/A
CPU Computer Case Combo -  Intel BX8071512700K Bundle with  MSI MPG GUNGNIR 300R AIRFLOW WHITE,355,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778612,N/A
"AMD Ryzen 5 5500 - Ryzen 5 5000 Series Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W None Integrated Graphics Desktop Processor - 100-100000457BOX LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976)",348,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781707,N/A
GPU CPU Combo -  MSI RTX 5070 Ti 16G INSPIRE 3X OC Bundle with AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz,"1,100",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778786,N/A
CPU CPU Cooler Combo -  Intel BX80768285K Bundle with  darkFlash DH360D BLACK,654,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764078,N/A
"Intel Core i5-12600KF - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Desktop Processor - BX8071512600KF LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",413,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781730,N/A
GPU CPU Combo -  MSI RTX 5070 Ti 16G INSPIRE 3X OC Bundle with Intel Core i9-12900K - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz,"1,203",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778788,N/A
"AMD Ryzen 9 5950X - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.4 GHz Socket AM4 105W None Integrated Graphics Desktop Processor - 100-100000059WOF LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE19",588,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781759,N/A
"Intel Core i7-12700 - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512700 Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatib","1,337",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781379,N/A
CPU Computer Case Combo -  Intel BX8071514700KF Bundle with  MSI MPG GUNGNIR 300R AIRFLOW,459,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778623,N/A
Motherboard CPU Combo -  ASRock Z890 Lightning WiFi Bundle with  Intel BX80768285K,818,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782448,N/A
Motherboard CPU Combo -  ASRock Z890 Pro RS Bundle with  Intel BX80768285K,773,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782437,N/A
CPU Computer Case Combo -  Intel BX8071512900KF Bundle with  MSI MPG GUNGNIR 300R AIRFLOW WHITE,405,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778614,N/A
"AMD Ryzen 5 7600 - Ryzen 5 7000 Series Zen 4 6-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100001015BOX LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI",936,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781556,N/A
CPU Computer Case Combo -  Intel BX8071514700K Bundle with  MSI MPG GUNGNIR 300R AIRFLOW,482,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778625,N/A
"Intel Core i5-12400F - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Desktop Processor - BX8071512400F Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with Sleek Metal Design -","1,168",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781346,N/A
"AMD Ryzen 5 5500 - Ryzen 5 5000 Series Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W None Integrated Graphics Desktop Processor - 100-100000457BOX LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2",823,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781523,N/A
CPU Cooler Combo -  CPU AMD RYZEN 5 9600X 8CORE AM5 3.9G 65W R with darkFlash DH360D All-in-One 360mm Liquid CPU Cooler,275,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764127,N/A
CPU Computer Case Combo -  Intel BX8071514700KF Bundle with  MSI MPG GUNGNIR 300R AIRFLOW WHITE,455,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778622,N/A
"Intel Core i3-14100 - Core i3 14th Gen Raptor Lake 4-Core (4P+0E) LGA 1700 60W Intel UHD Graphics 730 Processor - BX8071514100 LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",385,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781720,N/A
Motherboard CPU Combo -  ASRock Z890 Taichi OCF Bundle with  Intel BX80768285K,"1,022",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782452,N/A
AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF),200,https://www.newegg.com/amd-ryzen-5-7600x-ryzen-5-7000-series-raphael-zen-4-socket-am5/p/N82E16819113770,AMD
"Intel Core i5-12600KF - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Desktop Processor - BX8071512600KF LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI-P3",887,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781546,N/A
GPU CPU Combo -  MSI RTX 5070 Ti 16G INSPIRE 3X OC Bundle with AMD Ryzen 5 9600X - Ryzen 5 9000 Series Granite Ridge (Zen 5) 6-Core 3.9 GHz,"1,107",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778785,N/A
"AMD Ryzen 9 5950X - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.4 GHz Socket AM4 105W None Integrated Graphics Desktop Processor - 100-100000059WOF LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatibl","1,062",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781575,N/A
CPU CPU Cooler Combo -  Intel BX80768265KF Bundle with  darkFlash DH360D BLACK,370,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764099,N/A
CPU CPU Cooler Combo -  Intel BX80768265K Bundle with  darkFlash DH360D BLACK,370,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764106,N/A
CPU CPU Cooler Combo -  AMD 100-100000662WOF Bundle with  darkFlash DH360D BLACK,446,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764057,N/A
CPU CPU Cooler Combo -  AMD 100-100001404WOF Bundle with  darkFlash DH360D BLACK,374,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764050,N/A
"Intel Core i5-13400 Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cache, up to 4.6 GHz - Box LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",426,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781732,N/A
GPU CPU Combo -  MSI RTX 5070 Ti 16G INSPIRE 3X OC Bundle with AMD Ryzen 7 9700X - Ryzen 7 9000 Series Granite Ridge (Zen 5) 8-Core 3.8 GHz,"1,208",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778789,N/A
CPU Computer Case Combo -  Intel BX8071514700K Bundle with  MSI MPG GUNGNIR 300R AIRFLOW WHITE,478,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778624,N/A
"Intel Core i7-12700 - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512700 LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) Ult",543,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781749,N/A
"Intel Core i3-14100 - Core i3 14th Gen Raptor Lake 4-Core (4P+0E) LGA 1700 60W Intel UHD Graphics 730 Processor - BX8071514100 LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI-",859,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781536,N/A
Motherboard CPU Combo -  ASRock Z890M Riptide WiFi Bundle with  Intel BX80768285K,808,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782447,N/A
"Intel Core i5-12400 - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Intel UHD Graphics 730 Desktop Processor - BX8071512400 Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with S","1,203",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781357,N/A
"Intel Core i5-13400 Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cache, up to 4.6 GHz - Box LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI-P3 98.5%",900,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781548,N/A
"Intel Core i3-14100F - Core i3 14th Gen Raptor Lake 4-Core (4P+0E) LGA 1700 58W None Integrated Graphics Processor - BX8071514100F Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with Slee","1,150",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781338,N/A
"Intel Core i5-12400F - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Desktop Processor - BX8071512400F LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",374,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781716,N/A
"Intel Core i3-12100 - Core i3 12th Gen Alder Lake Quad-Core 3.3 GHz LGA 1700 Processor 60W Intel UHD Graphics 730 Desktop Processor - BX8071512100 Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync comp","1,173",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781348,N/A
"Intel Core i5-13400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cache, up to 4.6 GHz - Box Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with Sleek Metal Design -  LS32DG802","1,194",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781353,N/A
